road_type,weather,is_rush_hour,actual_speed_kmh
primary,clear,0,47.45
residential,light_rain,1,18.67
residential,clear,0,24.02
secondary,clear,0,37.6
primary,moderate_rain,1,29.15
primary,clear,1,29.83
secondary,heavy_rain,1,14.69
primary,clear,0,42.43
residential,light_rain,0,24.48
primary,heavy_rain,1,16.52
secondary,moderate_rain,0,33.35
primary,light_rain,1,28.59
secondary,moderate_rain,0,36.05
primary,clear,0,42.28
secondary,clear,0,36.22
primary,clear,1,26.03
residential,clear,0,26.75
primary,moderate_rain,1,27.0
residential,clear,1,17.05
residential,clear,1,17.46
primary,moderate_rain,1,28.67
secondary,clear,1,23.43
primary,clear,1,27.25
residential,clear,0,23.67
secondary,clear,0,36.49
primary,moderate_rain,0,41.17
primary,clear,0,43.05
primary,clear,0,40.96
residential,light_rain,0,25.83
primary,clear,1,27.14
secondary,light_rain,0,35.73
secondary,heavy_rain,0,21.8
residential,clear,1,18.37
primary,clear,0,43.22
secondary,clear,0,34.16
secondary,light_rain,1,25.56
secondary,clear,0,34.9
primary,clear,0,42.66
primary,moderate_rain,0,43.43
primary,clear,0,40.98
secondary,clear,1,19.8
primary,moderate_rain,0,43.81
secondary,clear,1,22.34
primary,light_rain,0,43.71
residential,light_rain,0,24.61
residential,clear,1,15.1
secondary,heavy_rain,1,16.68
primary,clear,0,42.58
primary,flooded,0,19.98
primary,clear,1,27.54
primary,clear,0,40.6
secondary,clear,0,35.6
secondary,clear,1,22.19
residential,light_rain,0,24.49
primary,light_rain,0,42.14
secondary,moderate_rain,0,32.67
secondary,clear,1,21.31
secondary,clear,0,38.8
primary,light_rain,1,28.51
secondary,clear,0,37.74
secondary,light_rain,0,36.11
secondary,light_rain,0,33.88
residential,clear,0,25.27
primary,moderate_rain,0,42.3
primary,light_rain,0,45.18
secondary,light_rain,1,24.4
secondary,clear,1,22.38
primary,clear,0,43.73
secondary,clear,1,24.8
residential,clear,0,23.24
residential,clear,0,25.74
primary,moderate_rain,0,44.09
residential,light_rain,0,23.26
secondary,clear,0,33.92
secondary,clear,0,36.74
secondary,heavy_rain,0,22.87
residential,clear,0,23.53
secondary,moderate_rain,1,24.3
primary,flooded,1,15.42
secondary,light_rain,0,34.5
secondary,flooded,1,13.48
primary,light_rain,0,44.2
residential,clear,1,16.73
secondary,clear,0,37.96
secondary,clear,0,37.38
primary,clear,0,40.22
secondary,light_rain,0,32.81
primary,clear,0,39.82
primary,moderate_rain,0,41.58
secondary,clear,0,33.18
secondary,clear,0,33.78
secondary,flooded,1,13.43
primary,clear,0,40.57
secondary,light_rain,1,23.35
primary,moderate_rain,0,42.25
residential,clear,0,24.88
secondary,clear,0,35.2
secondary,clear,1,20.24
primary,moderate_rain,0,40.85
primary,light_rain,0,44.72
residential,clear,0,23.2
primary,moderate_rain,0,44.57
secondary,clear,0,32.89
secondary,moderate_rain,0,31.79
primary,heavy_rain,1,18.04
residential,heavy_rain,1,12.96
secondary,moderate_rain,1,22.15
primary,clear,0,43.72
primary,flooded,0,21.71
primary,clear,0,43.12
residential,light_rain,1,18.45
secondary,clear,0,36.16
primary,flooded,0,19.89
primary,light_rain,1,28.17
secondary,moderate_rain,0,36.7
secondary,clear,0,35.48
secondary,moderate_rain,0,31.82
primary,moderate_rain,0,39.91
primary,light_rain,1,29.92
secondary,clear,0,36.05
residential,clear,0,23.62
primary,clear,0,44.32
secondary,clear,0,37.4
secondary,clear,0,37.19
secondary,clear,0,37.41
primary,clear,0,44.03
residential,clear,0,24.73
secondary,clear,1,22.99
secondary,heavy_rain,0,23.37
primary,clear,1,27.8
primary,clear,0,42.66
primary,clear,0,45.11
secondary,light_rain,1,20.74
primary,heavy_rain,0,26.57
secondary,clear,0,36.25
primary,clear,0,42.67
secondary,flooded,0,14.61
secondary,clear,0,34.91
primary,clear,0,42.89
primary,clear,0,42.55
primary,clear,0,44.23
secondary,flooded,1,9.8
secondary,clear,0,35.02
primary,heavy_rain,0,28.56
secondary,flooded,0,17.56
primary,clear,0,40.6
primary,clear,0,42.42
primary,clear,0,43.23
residential,clear,0,25.81
primary,clear,1,31.89
primary,light_rain,1,29.79
primary,clear,0,43.89
primary,heavy_rain,1,21.37
secondary,clear,1,23.13
primary,light_rain,0,44.74
primary,heavy_rain,1,21.14
secondary,clear,0,34.33
primary,clear,0,46.09
secondary,clear,0,35.67
secondary,clear,1,26.88
primary,clear,0,43.65
secondary,clear,0,34.16
primary,clear,0,42.05
secondary,flooded,0,16.97
secondary,clear,0,34.14
primary,clear,1,31.02
secondary,clear,0,34.96
residential,clear,0,22.58
residential,clear,1,17.17
secondary,heavy_rain,0,23.59
secondary,clear,0,34.3
primary,clear,0,43.6
primary,clear,1,29.05
secondary,clear,0,35.95
primary,clear,0,44.06
residential,light_rain,0,25.09
primary,clear,1,27.17
primary,clear,0,46.38
primary,light_rain,0,40.08
residential,clear,0,24.81
secondary,clear,0,33.36
secondary,flooded,0,18.09
primary,clear,0,43.41
residential,moderate_rain,1,16.16
primary,clear,1,31.39
residential,clear,0,26.66
secondary,clear,0,34.51
primary,clear,0,44.41
secondary,clear,1,25.94
secondary,clear,0,36.65
primary,heavy_rain,0,28.67
residential,light_rain,1,14.16
secondary,clear,1,24.08
primary,clear,0,44.2
primary,heavy_rain,0,27.72
secondary,light_rain,0,34.39
secondary,clear,0,34.88
secondary,heavy_rain,1,17.85
secondary,clear,0,37.78
secondary,clear,0,36.76
residential,clear,1,16.72
secondary,heavy_rain,0,25.12
residential,heavy_rain,0,17.69
primary,heavy_rain,0,28.77
primary,clear,1,32.26
primary,heavy_rain,0,27.77
secondary,clear,0,35.91
residential,clear,0,26.26
primary,clear,1,28.69
primary,clear,0,44.04
residential,light_rain,0,25.96
primary,clear,1,29.48
secondary,heavy_rain,1,16.48
secondary,clear,1,23.75
residential,clear,0,26.2
primary,heavy_rain,1,19.12
primary,clear,0,42.73
secondary,light_rain,0,34.39
residential,light_rain,0,26.32
secondary,clear,0,32.38
primary,light_rain,0,41.05
secondary,clear,0,38.41
residential,heavy_rain,1,11.68
residential,clear,0,24.39
residential,clear,0,26.19
primary,clear,0,42.02
primary,clear,1,25.96
secondary,light_rain,0,34.89
residential,heavy_rain,0,15.62
primary,light_rain,0,42.56
primary,clear,1,29.61
secondary,heavy_rain,0,23.61
primary,clear,0,40.64
primary,clear,0,43.24
secondary,clear,1,24.26
secondary,clear,0,32.9
secondary,moderate_rain,0,31.8
primary,clear,0,41.6
secondary,clear,1,24.71
secondary,light_rain,0,31.36
secondary,heavy_rain,0,24.64
secondary,heavy_rain,0,23.99
primary,clear,0,42.81
primary,light_rain,0,40.19
primary,clear,0,42.01
primary,clear,1,30.29
secondary,heavy_rain,0,25.28
residential,heavy_rain,1,9.72
secondary,heavy_rain,0,25.11
secondary,clear,1,24.62
primary,heavy_rain,0,28.87
secondary,heavy_rain,0,22.29
primary,clear,0,42.33
primary,clear,1,31.85
primary,moderate_rain,1,28.62
secondary,clear,0,36.99
residential,flooded,0,12.86
primary,clear,0,42.52
primary,light_rain,0,43.29
secondary,moderate_rain,0,37.32
primary,clear,0,42.23
residential,heavy_rain,0,18.08
secondary,clear,1,23.88
residential,clear,1,14.68
secondary,clear,0,32.79
secondary,clear,1,22.91
secondary,light_rain,0,34.88
secondary,heavy_rain,1,17.09
secondary,clear,0,32.64
primary,clear,1,30.1
secondary,clear,0,34.82
secondary,light_rain,0,34.36
residential,flooded,0,13.38
secondary,light_rain,0,36.98
secondary,light_rain,0,34.81
primary,clear,0,41.16
secondary,clear,1,23.31
secondary,light_rain,0,35.64
residential,light_rain,0,25.87
residential,light_rain,0,25.54
primary,heavy_rain,0,28.11
residential,moderate_rain,0,22.29
primary,moderate_rain,1,29.24
primary,heavy_rain,0,27.06
secondary,flooded,0,18.54
primary,clear,0,44.24
secondary,clear,0,34.3
primary,clear,0,43.03
primary,moderate_rain,0,42.37
secondary,clear,1,22.67
secondary,clear,0,32.93
residential,clear,0,24.94
secondary,light_rain,0,34.46
secondary,clear,1,25.63
primary,clear,1,27.94
primary,clear,0,44.8
primary,light_rain,1,26.86
secondary,clear,0,32.98
secondary,clear,0,34.55
secondary,light_rain,1,21.75
secondary,clear,1,21.55
secondary,clear,1,26.51
primary,light_rain,1,27.91
primary,clear,1,32.58
residential,moderate_rain,0,22.85
secondary,clear,0,32.44
residential,clear,0,26.94
primary,moderate_rain,1,27.26
residential,light_rain,0,24.75
primary,clear,0,41.17
primary,clear,1,29.06
residential,moderate_rain,1,14.35
primary,moderate_rain,0,41.96
secondary,clear,0,34.29
primary,light_rain,0,42.75
secondary,clear,0,35.94
residential,clear,0,25.36
primary,clear,1,29.79
secondary,clear,0,34.84
primary,clear,0,42.55
secondary,clear,0,35.71
primary,clear,0,43.03
primary,clear,0,43.09
primary,clear,1,29.71
primary,clear,1,27.57
residential,moderate_rain,0,26.49
primary,clear,1,28.74
primary,light_rain,0,42.6
secondary,clear,0,34.93
primary,clear,0,44.18
secondary,clear,0,35.51
residential,flooded,0,12.43
secondary,clear,0,37.17
residential,clear,0,20.19
secondary,light_rain,0,36.22
primary,heavy_rain,0,30.26
secondary,flooded,0,14.75
secondary,clear,0,36.39
secondary,clear,0,36.59
residential,light_rain,0,25.39
secondary,clear,1,21.25
residential,light_rain,0,25.57
secondary,heavy_rain,0,24.91
secondary,light_rain,0,33.5
secondary,clear,0,35.66
primary,clear,1,28.59
residential,light_rain,0,25.87
secondary,clear,0,34.53
primary,clear,1,28.25
primary,clear,0,43.14
secondary,clear,0,32.99
primary,clear,1,28.91
primary,moderate_rain,1,28.9
secondary,clear,0,36.3
primary,clear,0,43.57
secondary,clear,1,21.44
primary,clear,0,45.23
primary,flooded,0,23.75
secondary,heavy_rain,0,23.57
secondary,clear,0,33.87
primary,light_rain,0,41.61
primary,clear,0,42.89
secondary,flooded,1,12.21
primary,clear,0,42.74
primary,clear,0,41.91
primary,clear,0,44.73
residential,moderate_rain,1,16.79
secondary,clear,0,33.42
secondary,light_rain,0,34.8
secondary,clear,0,35.24
secondary,heavy_rain,0,22.32
secondary,clear,1,25.38
secondary,heavy_rain,0,23.6
primary,clear,0,42.88
secondary,clear,1,23.46
secondary,flooded,0,18.17
secondary,flooded,0,17.39
primary,light_rain,0,42.29
primary,clear,0,44.8
secondary,clear,0,32.87
secondary,clear,0,33.12
residential,clear,0,26.17
primary,clear,0,46.82
secondary,clear,0,36.31
secondary,light_rain,1,25.95
residential,light_rain,1,15.89
secondary,clear,0,34.04
secondary,clear,1,24.27
secondary,clear,0,36.43
secondary,light_rain,0,32.39
residential,clear,0,24.68
primary,light_rain,0,42.37
primary,clear,0,42.18
residential,clear,0,24.16
secondary,moderate_rain,0,35.35
secondary,light_rain,0,35.06
secondary,clear,1,24.79
primary,clear,0,43.71
secondary,flooded,0,16.19
secondary,clear,1,24.22
primary,heavy_rain,0,27.45
primary,light_rain,0,41.94
residential,moderate_rain,0,22.79
primary,clear,1,28.2
residential,clear,1,16.99
primary,heavy_rain,0,28.19
secondary,clear,0,33.68
residential,clear,0,26.71
secondary,light_rain,0,34.18
secondary,clear,1,22.8
secondary,moderate_rain,0,32.46
primary,light_rain,0,39.6
primary,heavy_rain,0,28.55
residential,moderate_rain,0,22.28
secondary,clear,1,24.66
secondary,clear,1,23.63
primary,moderate_rain,0,44.41
primary,clear,1,29.45
primary,flooded,0,20.51
secondary,light_rain,0,31.54
secondary,clear,0,36.21
secondary,heavy_rain,0,21.45
residential,clear,0,24.39
primary,clear,0,45.71
primary,light_rain,0,43.33
primary,heavy_rain,0,29.46
secondary,clear,0,36.42
primary,clear,0,44.56
residential,clear,0,27.37
primary,clear,1,28.21
residential,clear,0,24.43
secondary,clear,0,33.62
residential,light_rain,0,24.49
secondary,heavy_rain,0,23.2
residential,clear,0,22.37
primary,clear,0,42.22
secondary,moderate_rain,0,36.24
residential,light_rain,1,16.91
primary,heavy_rain,0,29.95
primary,clear,0,43.02
secondary,clear,0,32.17
residential,clear,0,24.81
secondary,light_rain,0,35.92
secondary,clear,0,33.22
primary,clear,0,44.32
primary,clear,1,26.56
residential,clear,0,25.03
primary,light_rain,1,29.4
secondary,clear,0,34.53
residential,light_rain,0,28.25
primary,clear,0,42.46
secondary,clear,0,34.13
primary,clear,0,43.51
secondary,clear,1,22.46
primary,clear,0,41.04
secondary,light_rain,1,21.51
primary,moderate_rain,1,29.49
secondary,clear,0,34.54
secondary,clear,0,37.55
primary,flooded,0,20.94
secondary,clear,1,24.66
primary,clear,1,29.88
secondary,clear,0,34.32
primary,light_rain,0,41.09
secondary,clear,0,32.4
primary,clear,1,29.95
secondary,clear,1,25.39
primary,clear,0,40.82
secondary,clear,0,34.44
primary,light_rain,0,41.41
residential,light_rain,0,25.37
residential,clear,1,16.36
primary,clear,0,45.18
secondary,light_rain,0,33.78
primary,moderate_rain,0,40.21
primary,clear,0,42.5
secondary,clear,0,34.46
secondary,clear,1,24.38
secondary,clear,0,34.44
primary,clear,0,43.86
primary,moderate_rain,0,40.88
primary,clear,0,42.76
secondary,moderate_rain,0,32.91
secondary,light_rain,0,33.09
secondary,moderate_rain,0,36.0
primary,clear,0,42.13
primary,clear,1,28.6
primary,flooded,0,23.17
primary,light_rain,0,43.53
primary,moderate_rain,0,44.53
residential,clear,1,17.57
residential,clear,0,24.1
secondary,light_rain,0,37.45
secondary,clear,0,35.87
primary,clear,0,42.97
residential,clear,1,16.94
primary,clear,1,29.39
residential,clear,0,24.64
secondary,clear,1,21.53
primary,clear,0,45.64
residential,light_rain,0,24.51
primary,clear,1,29.39
secondary,clear,0,38.12
secondary,heavy_rain,0,22.37
primary,clear,1,30.1
secondary,clear,0,33.81
secondary,light_rain,0,34.84
secondary,heavy_rain,0,23.7
primary,clear,1,30.3
residential,clear,1,18.66
primary,light_rain,0,41.54
primary,clear,1,31.24
primary,moderate_rain,1,30.59
primary,flooded,0,21.23
primary,heavy_rain,1,19.45
residential,clear,0,24.26
primary,clear,0,42.74
primary,flooded,0,19.79
primary,clear,0,44.37
secondary,clear,0,31.92
residential,light_rain,0,23.5
primary,clear,0,43.13
primary,clear,0,45.15
primary,heavy_rain,0,28.06
primary,clear,1,29.76
primary,clear,1,29.0
secondary,clear,1,25.01
primary,light_rain,0,42.97
secondary,clear,1,24.84
primary,clear,0,42.37
residential,light_rain,0,23.02
residential,moderate_rain,0,24.9
secondary,clear,0,34.27
primary,moderate_rain,1,28.4
primary,clear,0,43.68
secondary,light_rain,0,36.22
secondary,clear,1,24.77
secondary,clear,0,33.98
residential,light_rain,1,14.82
residential,clear,1,19.41
primary,clear,0,40.83
secondary,clear,0,34.32
primary,light_rain,0,43.38
primary,clear,0,45.66
secondary,clear,0,34.72
primary,clear,0,43.24
residential,clear,1,15.54
primary,clear,1,29.31
secondary,clear,1,21.86
secondary,clear,0,33.87
secondary,clear,0,36.15
primary,moderate_rain,0,41.42
residential,light_rain,0,25.92
secondary,heavy_rain,1,15.54
secondary,clear,1,21.54
primary,flooded,0,23.35
secondary,clear,1,21.62
residential,flooded,0,11.6
secondary,clear,0,34.7
residential,clear,0,26.51
secondary,clear,0,34.21
primary,clear,1,27.73
primary,moderate_rain,1,28.6
primary,light_rain,0,42.09
secondary,flooded,0,16.8
secondary,light_rain,0,34.68
primary,clear,1,27.31
secondary,clear,1,21.01
secondary,flooded,1,15.0
secondary,clear,1,23.75
primary,light_rain,0,42.67
primary,clear,0,42.03
primary,clear,0,44.55
primary,heavy_rain,0,28.08
primary,clear,1,24.94
primary,clear,1,28.27
secondary,clear,0,34.58
primary,moderate_rain,0,41.81
residential,clear,0,24.7
primary,clear,0,42.23
primary,clear,0,42.09
primary,clear,0,42.75
primary,clear,1,26.65
residential,clear,0,22.06
primary,flooded,0,21.75
residential,flooded,0,12.67
residential,clear,1,18.17
secondary,light_rain,1,22.77
secondary,clear,0,33.21
secondary,clear,1,20.68
primary,clear,0,41.86
secondary,clear,0,35.63
primary,clear,0,45.36
primary,clear,0,43.28
secondary,moderate_rain,0,32.26
secondary,clear,1,22.27
residential,light_rain,1,15.27
primary,clear,0,42.59
residential,clear,0,26.68
primary,clear,0,45.0
primary,clear,0,42.94
primary,moderate_rain,0,42.34
secondary,moderate_rain,0,32.89
primary,clear,1,26.55
secondary,light_rain,1,25.84
residential,heavy_rain,0,13.23
secondary,light_rain,0,31.61
secondary,clear,0,37.69
residential,light_rain,0,24.57
secondary,clear,0,33.31
secondary,heavy_rain,0,24.42
primary,clear,0,44.36
residential,clear,1,14.85
secondary,clear,0,34.2
primary,clear,1,30.43
primary,heavy_rain,0,27.65
residential,clear,1,17.27
primary,clear,0,45.34
residential,heavy_rain,0,13.12
primary,clear,0,42.69
secondary,clear,0,35.39
primary,clear,0,40.51
secondary,clear,1,22.8
residential,clear,1,18.42
secondary,clear,0,33.94
secondary,light_rain,0,32.13
primary,heavy_rain,0,30.58
primary,clear,1,29.78
primary,clear,1,29.01
secondary,clear,0,34.85
primary,moderate_rain,0,43.61
primary,clear,1,29.56
secondary,heavy_rain,0,24.37
secondary,clear,0,33.96
secondary,heavy_rain,0,20.52
primary,clear,1,30.05
primary,light_rain,0,44.06
residential,clear,1,16.51
primary,moderate_rain,0,43.4
residential,clear,0,24.5
residential,clear,0,24.86
secondary,clear,1,26.22
primary,heavy_rain,0,28.44
residential,moderate_rain,0,23.82
secondary,clear,0,32.2
secondary,clear,0,36.04
primary,clear,1,28.05
primary,moderate_rain,0,42.29
primary,moderate_rain,1,27.88
secondary,light_rain,1,22.49
secondary,clear,0,34.82
primary,flooded,1,14.5
secondary,heavy_rain,0,25.16
primary,light_rain,0,44.69
secondary,clear,0,35.98
residential,light_rain,1,18.45
primary,clear,0,44.48
primary,clear,0,43.94
primary,clear,1,31.3
secondary,clear,1,21.63
secondary,clear,0,33.97
residential,clear,0,23.77
primary,clear,0,42.75
residential,moderate_rain,0,25.37
primary,clear,0,41.53
secondary,clear,0,35.75
primary,clear,0,42.32
residential,heavy_rain,1,10.74
secondary,moderate_rain,0,34.38
secondary,clear,0,37.52
residential,heavy_rain,0,15.64
primary,clear,0,43.08
primary,flooded,0,19.98
residential,clear,0,23.92
primary,clear,0,41.57
primary,clear,0,43.57
secondary,clear,0,35.64
secondary,clear,0,36.03
primary,moderate_rain,0,40.94
primary,moderate_rain,0,42.83
primary,clear,0,43.37
secondary,clear,0,34.91
residential,clear,1,14.99
residential,clear,0,25.23
secondary,light_rain,1,23.44
primary,clear,1,29.27
residential,light_rain,1,17.14
secondary,clear,0,36.04
primary,clear,1,27.47
residential,clear,1,16.52
secondary,clear,0,35.77
secondary,clear,0,34.6
secondary,moderate_rain,1,24.41
primary,clear,0,43.34
primary,clear,0,40.27
secondary,light_rain,1,24.42
primary,clear,0,43.02
secondary,light_rain,0,31.7
secondary,clear,0,34.62
secondary,clear,0,33.1
secondary,heavy_rain,1,16.9
secondary,light_rain,0,34.31
residential,clear,1,15.46
secondary,clear,0,36.22
primary,heavy_rain,0,29.57
primary,clear,0,42.85
primary,clear,0,41.33
primary,light_rain,1,27.32
primary,light_rain,0,41.12
primary,moderate_rain,1,29.47
secondary,light_rain,0,31.84
residential,light_rain,0,24.47
primary,moderate_rain,0,41.69
secondary,light_rain,1,24.71
secondary,clear,0,35.35
primary,clear,0,44.0
residential,light_rain,0,23.75
secondary,heavy_rain,0,21.55
primary,clear,0,42.71
secondary,clear,0,36.17
primary,heavy_rain,1,20.63
secondary,clear,0,34.35
primary,clear,0,41.91
residential,light_rain,0,22.96
secondary,flooded,0,17.3
secondary,moderate_rain,0,34.29
primary,light_rain,1,30.79
secondary,clear,1,23.77
secondary,heavy_rain,0,24.32
secondary,clear,0,33.83
secondary,heavy_rain,1,15.83
secondary,clear,1,23.8
residential,clear,0,24.79
secondary,clear,0,34.97
residential,clear,1,17.04
residential,light_rain,0,25.26
secondary,flooded,0,19.25
primary,light_rain,1,25.19
secondary,heavy_rain,1,17.44
residential,clear,0,22.43
primary,moderate_rain,0,42.53
secondary,moderate_rain,0,37.62
residential,light_rain,1,16.48
primary,clear,1,29.39
secondary,light_rain,1,22.69
primary,light_rain,0,43.41
primary,clear,0,43.74
secondary,moderate_rain,0,33.07
primary,flooded,0,21.43
primary,clear,0,41.52
residential,light_rain,0,24.36
primary,light_rain,0,41.78
residential,light_rain,1,16.75
residential,clear,0,23.94
primary,heavy_rain,1,19.14
primary,clear,0,43.21
secondary,clear,1,23.71
secondary,moderate_rain,0,34.49
primary,light_rain,0,42.15
secondary,moderate_rain,0,32.9
primary,clear,0,43.32
residential,clear,0,24.73
primary,heavy_rain,1,21.0
primary,clear,0,44.93
primary,moderate_rain,0,40.01
residential,moderate_rain,0,25.27
secondary,light_rain,0,35.59
residential,clear,1,14.83
primary,light_rain,0,43.28
primary,heavy_rain,0,30.22
primary,clear,1,27.69
secondary,clear,0,34.65
secondary,clear,1,23.87
secondary,clear,0,35.86
primary,heavy_rain,0,27.4
residential,heavy_rain,0,18.45
primary,flooded,0,18.56
residential,clear,1,18.84
primary,moderate_rain,0,42.89
secondary,clear,0,34.07
primary,light_rain,0,43.71
secondary,light_rain,0,32.79
secondary,heavy_rain,1,15.94
secondary,moderate_rain,0,34.44
secondary,heavy_rain,1,16.12
secondary,heavy_rain,1,14.51
secondary,heavy_rain,0,22.65
residential,clear,1,17.04
primary,moderate_rain,0,40.98
secondary,light_rain,0,34.77
secondary,clear,0,34.08
primary,clear,0,44.7
secondary,light_rain,1,25.5
primary,clear,0,42.75
primary,clear,0,44.58
primary,light_rain,0,42.09
primary,heavy_rain,0,27.47
secondary,moderate_rain,0,33.44
secondary,clear,1,23.72
residential,clear,0,22.32
secondary,clear,1,24.53
primary,clear,1,29.25
residential,clear,0,26.5
residential,flooded,0,13.41
secondary,clear,0,35.18
secondary,clear,1,23.06
residential,clear,0,27.28
secondary,clear,0,38.25
residential,clear,0,24.49
primary,clear,0,44.76
primary,flooded,0,20.54
secondary,clear,0,34.12
secondary,clear,0,34.42
residential,clear,0,26.03
residential,clear,0,23.39
primary,clear,0,45.52
primary,clear,1,30.52
residential,clear,0,25.99
secondary,light_rain,0,33.92
primary,clear,0,44.44
secondary,clear,0,30.62
secondary,clear,0,35.66
secondary,clear,0,35.24
secondary,clear,1,20.76
primary,clear,0,43.81
residential,clear,0,25.89
secondary,clear,1,20.81
secondary,clear,0,33.22
primary,clear,0,46.3
secondary,clear,0,34.72
primary,heavy_rain,1,20.93
primary,light_rain,0,44.1
secondary,moderate_rain,0,34.67
primary,heavy_rain,0,30.41
secondary,flooded,1,8.63
primary,moderate_rain,1,28.01
secondary,light_rain,0,29.74
primary,clear,0,40.58
primary,clear,0,42.38
primary,light_rain,0,41.41
residential,flooded,1,8.49
residential,clear,0,24.97
primary,light_rain,0,42.61
secondary,clear,0,35.26
secondary,clear,0,35.5
residential,clear,0,23.56
primary,clear,1,28.03
secondary,clear,0,34.94
primary,light_rain,0,42.38
primary,heavy_rain,0,27.26
residential,heavy_rain,0,18.33
secondary,clear,0,36.09
primary,heavy_rain,0,27.59
primary,clear,0,42.89
secondary,clear,0,38.01
secondary,light_rain,0,34.6
primary,clear,0,43.79
residential,clear,1,15.94
primary,clear,0,42.73
primary,light_rain,1,30.85
residential,clear,0,25.17
primary,light_rain,0,42.3
primary,light_rain,1,28.6
secondary,light_rain,0,38.18
residential,heavy_rain,0,16.77
primary,clear,0,41.95
residential,clear,1,15.87
secondary,clear,0,36.17
primary,clear,0,41.06
secondary,light_rain,0,35.04
primary,clear,1,28.03
secondary,clear,0,32.21
secondary,moderate_rain,0,32.61
residential,light_rain,0,24.58
primary,light_rain,1,30.68
secondary,moderate_rain,0,35.45
secondary,moderate_rain,0,33.64
primary,light_rain,1,30.04
primary,clear,0,42.66
primary,flooded,0,19.4
secondary,clear,1,23.62
secondary,clear,1,21.33
primary,clear,0,44.39
residential,light_rain,0,25.75
residential,heavy_rain,0,15.39
secondary,clear,1,23.81
primary,clear,1,29.32
secondary,heavy_rain,0,24.71
primary,heavy_rain,0,27.01
primary,clear,1,30.02
secondary,clear,0,33.02
primary,light_rain,0,43.58
primary,clear,0,44.79
primary,heavy_rain,0,27.87
primary,clear,1,30.95
primary,clear,1,26.76
residential,clear,0,26.65
primary,clear,0,45.36
primary,clear,0,43.72
primary,clear,1,28.82
residential,moderate_rain,0,24.81
secondary,clear,0,34.09
primary,heavy_rain,0,32.82
residential,clear,0,24.12
primary,light_rain,0,44.39
primary,clear,1,28.0
primary,clear,0,45.6
primary,clear,0,46.22
primary,clear,0,43.78
secondary,moderate_rain,0,34.51
primary,moderate_rain,0,40.63
secondary,light_rain,0,32.75
primary,clear,1,29.56
primary,heavy_rain,0,31.07
secondary,light_rain,0,33.54
residential,flooded,0,15.81
primary,moderate_rain,1,27.44
secondary,clear,0,35.34
primary,clear,1,29.46
primary,clear,0,43.05
primary,light_rain,0,39.34
primary,clear,0,42.27
primary,moderate_rain,1,28.65
primary,clear,0,43.06
secondary,clear,0,35.95
primary,clear,0,44.34
secondary,clear,0,34.64
primary,light_rain,0,40.97
secondary,clear,0,37.32
secondary,light_rain,0,32.33
primary,clear,0,42.31
primary,clear,0,41.93
secondary,light_rain,0,35.48
residential,clear,0,26.98
primary,light_rain,0,42.15
primary,moderate_rain,0,42.41
residential,heavy_rain,0,17.36
primary,clear,0,45.91
secondary,clear,0,32.34
primary,light_rain,0,43.53
primary,moderate_rain,0,42.63
secondary,moderate_rain,0,33.53
secondary,clear,0,35.49
primary,clear,0,44.31
secondary,clear,0,35.87
secondary,light_rain,0,37.6
secondary,clear,0,35.19
primary,clear,1,29.16
secondary,light_rain,0,34.09
secondary,clear,1,24.42
secondary,clear,0,34.95
secondary,clear,1,23.61
primary,clear,0,43.23
secondary,clear,1,23.39
secondary,clear,0,34.09
primary,clear,0,43.83
secondary,clear,0,34.57
primary,clear,1,30.04
secondary,light_rain,1,23.32
primary,clear,0,42.62
secondary,clear,0,37.35
residential,clear,0,24.85
secondary,clear,0,35.93
residential,clear,0,23.95
residential,clear,1,13.81
primary,light_rain,0,41.56
secondary,clear,0,31.79
secondary,moderate_rain,0,33.73
residential,clear,0,27.2
primary,clear,0,41.84
residential,clear,0,21.84
secondary,moderate_rain,0,36.33
secondary,clear,0,34.29
primary,clear,0,43.18
primary,clear,0,44.38
secondary,clear,1,24.37
primary,heavy_rain,0,30.0
residential,clear,1,18.2
primary,moderate_rain,0,39.45
secondary,light_rain,0,32.24
primary,clear,0,44.96
secondary,clear,0,33.83
secondary,light_rain,1,22.15
primary,clear,0,41.31
primary,clear,0,42.59
primary,light_rain,0,41.89
secondary,moderate_rain,0,32.68
secondary,light_rain,0,32.78
secondary,light_rain,0,34.84
secondary,clear,0,33.79
secondary,clear,0,34.09
primary,clear,0,39.92
primary,light_rain,0,45.32
primary,flooded,0,23.01
residential,clear,0,24.26
residential,clear,0,23.65
primary,clear,0,43.22
secondary,heavy_rain,0,23.37
residential,clear,1,14.94
secondary,clear,0,31.17
primary,flooded,0,20.81
primary,moderate_rain,1,26.01
secondary,clear,0,35.26
residential,heavy_rain,0,16.98
secondary,clear,0,33.54
primary,clear,1,28.31
primary,clear,1,31.76
secondary,moderate_rain,0,35.25
residential,light_rain,0,23.86
secondary,clear,0,38.44
secondary,flooded,0,15.7
primary,clear,0,41.98
residential,light_rain,0,24.38
secondary,light_rain,0,32.06
primary,clear,1,31.8
secondary,clear,0,35.27
primary,heavy_rain,0,27.69
primary,clear,1,29.79
primary,light_rain,1,28.8
primary,clear,0,42.74
primary,light_rain,0,40.6
secondary,clear,0,32.85
secondary,clear,1,26.87
secondary,clear,0,32.97
primary,heavy_rain,0,31.43
primary,clear,0,41.93
secondary,clear,0,36.19
primary,heavy_rain,1,20.16
primary,moderate_rain,0,43.07
